DATAFLOW,LAST UPDATE,freq,nutrient,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IE,2017,369089,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IE,2018,408495,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IE,2019,367364,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IE,2020,379519,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2000,12681,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2001,12382,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2002,11085,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2003,10344,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2004,9899,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2005,9775,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2006,12342,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2007,13894,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2008,15371,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2009,12172,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2010,10877,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2011,10520,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2012,12113,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2013,11611,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2014,14335,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2015,11649,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2016,10831,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2017,13066,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2018,11743,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2019,10381,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IS,2020,11408,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2000,599471,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2001,598218,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2002,596963,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2003,595679,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2004,594409,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2005,593008,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2006,591738,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2007,590410,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2008,588956,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2009,587452,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2010,586130,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2011,584973,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2012,583849,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2013,582362,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2014,581063,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2015,579728,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2016,578438,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2017,577234,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2018,575857,r
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2019,574530,r
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,IT,2020,573473,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2000,98000,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2001,102000,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2002,115000,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2003,116000,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2004,117000,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2005,119000,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2006,122000,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2007,127000,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2008,118300,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2009,134400,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2010,143200,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2011,147000,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2012,150000,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2013,155000,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2014,162000,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2015,166611,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2016,160237,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2017,167149,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2018,159433,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2019,178603,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT,2020,185779,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT01,2019,9565,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT01,2020,16189,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT02,2019,169038,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LT02,2020,169590,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2000,17819,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2001,15200,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2002,15835,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2003,12905,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2004,16355,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2005,14230,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2006,14034,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2007,13311,r
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2008,13329,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2009,13384,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2010,13766,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2011,14446,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2012,13675,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2013,13366,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2014,12714,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2015,13007,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2016,13731,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2017,13575,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2018,13038,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2019,13795,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU,2020,13092,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU00,2012,13675,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU00,2013,13366,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU00,2014,12714,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU00,2015,13007,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU00,2016,13731,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU00,2017,13575,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU00,2018,13038,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU00,2019,13795,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LU00,2020,13092,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2000,23000,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2001,31600,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2002,27600,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2003,37500,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2004,35113,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2005,40891,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2006,42707,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2007,46077,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2008,47492,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2009,51877,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2010,59458,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2011,59803,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2012,65204,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2013,69696,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2014,72935,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2015,75820,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2016,78285,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2017,77441,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2018,74540,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2019,80718,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,LV,2020,84346,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2000,715,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2001,624,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2002,642,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2003,536,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2004,527,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2005,591,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2006,681,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2007,592,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2008,407,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2009,440,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2010,552,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2011,471,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2012,548,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2013,571,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2014,594,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2015,618,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2016,568,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2017,585,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2018,586,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,MT,2019,586,e
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2000,322052,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2001,280855,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2002,274795,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2003,273159,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2004,283095,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2005,261846,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2006,270371,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2007,240105,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2008,220712,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2009,211350,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2010,205211,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2011,200420,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2012,199520,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2013,216026,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2014,213200,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2015,244893,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2016,229825,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2017,230232,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2018,212318,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2019,215378,r
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NL,2020,219950,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2000,105262,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2001,98580,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2002,99187,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2003,102501,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2004,103946,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2005,105647,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2006,102889,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2007,106420,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2008,101777,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2009,91179,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2010,84131,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2011,95548,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2012,94242,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2013,95523,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2014,101307,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2015,102613,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2016,100886,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2017,99318,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2018,102392,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2019,106765,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO,2020,105884,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO01,2013,7278,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO01,2014,7607,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO01,2015,8851,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO01,2016,8281,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO01,2017,8301,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO01,2018,7907,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO01,2019,7708,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO02,2013,20291,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO02,2014,20930,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO02,2015,21898,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO02,2016,22036,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO02,2017,21558,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO02,2018,22275,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO02,2019,22485,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO02,2020,22022,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO03,2013,21185,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO03,2014,21909,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO03,2015,24071,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO03,2016,23027,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO03,2017,23566,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO03,2018,23431,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO03,2019,23284,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO04,2013,13410,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO04,2014,16513,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO04,2015,14191,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO04,2016,14211,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO04,2017,12637,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO04,2018,13989,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO04,2019,15404,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO05,2013,11171,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO05,2014,12074,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO05,2015,11375,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO05,2016,11211,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO05,2017,11333,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO05,2018,11860,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO05,2019,12725,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO06,2013,15992,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO06,2014,16072,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO06,2015,16051,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO06,2016,15884,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO06,2017,15996,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO06,2018,20975,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO06,2019,22565,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO06,2020,17647,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO07,2013,6196,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO07,2014,5997,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO07,2015,6177,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO07,2016,6236,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO07,2017,5928,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO07,2018,1955,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO07,2019,2595,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO07,2020,6374,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO08,2020,25963,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO09,2020,10607,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,NO0A,2020,23270,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2000,861266,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2001,895563,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2002,861775,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2003,831660,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2004,895024,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2005,895294,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2006,996464,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2007,1056190,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2008,1142275,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2009,1095441,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2010,1023709,r
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2011,1091065,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2012,1094673,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2013,1179147,r
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2014,1098455,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2015,1003597,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2016,1043004,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2017,1150601,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2018,1178764,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2019,994134,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL,2020,1033500,p
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL1,2005,166645,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL1,2006,190989,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL1,2007,214712,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL1,2008,218945,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL1,2009,194536,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL1,2010,184264,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL1,2011,190825,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL1,2012,191649,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL1,2013,205305,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL1,2014,206294,
ESTAT:AEI_FM_USEFERT(1.0),09/03/22 23:00:00,A,N,T,PL1,2015,162339,
