DATAFLOW,LAST UPDATE,freq,unit,agriprod,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HR04,2019,3323,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU,2011,2089,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU,2012,2380,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU,2013,2709,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU,2014,3042,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU,2015,3356,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU,2016,4182,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU,2017,4368,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU,2018,4662,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU,2019,4862,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU,2020,4893,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU1,2011,2082,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU1,2012,2197,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU1,2013,2539,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU1,2014,2772,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU1,2015,3028,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU1,2016,4129,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU1,2017,4104,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU1,2018,3721,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU1,2019,4164,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU1,2020,4205,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU10,2011,2082,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU10,2012,2197,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU10,2013,2539,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU10,2014,2772,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU10,2015,3028,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU10,2016,4129,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU10,2017,4104,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU10,2018,3721,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU10,2019,4164,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU10,2020,4205,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU12,2017,4067,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU12,2018,3670,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU12,2019,4101,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU12,2020,4076,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU2,2011,2345,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU2,2012,2561,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU2,2013,2892,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU2,2014,3211,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU2,2015,3470,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU2,2016,4414,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU2,2017,4390,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU2,2018,4729,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU2,2019,4794,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU2,2020,4833,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU21,2011,2356,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU21,2012,2576,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU21,2013,2819,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU21,2014,3191,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU21,2015,3371,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU21,2016,4275,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU21,2017,4298,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU21,2018,4607,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU21,2019,4626,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU21,2020,4749,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU22,2011,2249,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU22,2012,2558,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU22,2013,3088,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU22,2014,3398,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU22,2015,3593,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU22,2016,4856,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU22,2017,4260,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU22,2018,4474,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU22,2019,4623,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU22,2020,4682,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU23,2011,2405,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU23,2012,2554,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU23,2013,2804,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU23,2014,3093,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU23,2015,3453,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU23,2016,4162,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU23,2017,4552,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU23,2018,5010,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU23,2019,5042,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU23,2020,5010,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU3,2011,1909,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU3,2012,2274,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU3,2013,2600,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU3,2014,2956,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU3,2015,3316,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU3,2016,4027,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU3,2017,4387,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU3,2018,4733,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU3,2019,4996,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU3,2020,5027,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU31,2011,1474,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU31,2012,1640,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU31,2013,1841,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU31,2014,2175,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU31,2015,2159,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU31,2016,2786,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU31,2017,2992,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU31,2018,2963,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU31,2019,3163,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU31,2020,3213,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU32,2011,1829,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU32,2012,2289,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU32,2013,2746,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU32,2014,2922,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU32,2015,3420,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU32,2016,4095,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU32,2017,4408,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU32,2018,4905,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU32,2019,5143,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU32,2020,5369,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU33,2011,2180,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU33,2012,2548,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU33,2013,2813,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU33,2014,3341,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU33,2015,3747,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU33,2016,4483,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU33,2017,4950,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU33,2018,5318,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU33,2019,5629,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,HU33,2020,5457,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE,2013,26366,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE,2014,23449,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE,2015,23594,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE,2016,18141,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE,2017,19903,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE,2018,27457,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE,2019,28068,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE,2020,25724,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE0,2013,26366,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE0,2014,23449,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE0,2015,23594,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE0,2016,18141,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE0,2017,19903,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE0,2018,27457,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE0,2019,28068,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE0,2020,25724,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE01,2013,25735,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE01,2014,27734,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE01,2015,17883,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE01,2016,17998,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE02,2013,25926,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE02,2014,25854,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE02,2015,26515,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE02,2016,22844,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE04,2013,27448,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE04,2014,19355,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE04,2015,16611,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE04,2016,10050,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE04,2017,0,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE04,2018,22361,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE05,2013,26128,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE05,2014,23855,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE05,2015,25598,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE05,2016,19591,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE05,2017,26263,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE05,2018,28711,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE05,2019,27747,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE05,2020,23071,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE06,2013,25690,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE06,2014,28095,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE06,2015,25986,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE06,2016,24594,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE06,2017,23983,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE06,2018,27236,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE06,2019,28527,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IE06,2020,29512,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IT,2011,34257,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IT,2012,39342,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IT,2013,32532,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IT,2014,39247,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IT,2015,40153,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IT,2016,33193,b
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IT,2017,31731,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IT,2018,30569,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IT,2019,36307,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,IT,2020,35447,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC,2011,52061,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC,2012,65991,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC,2013,62684,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC,2014,59631,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC,2015,61959,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC,2016,43626,b
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC,2017,39852,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC,2018,39832,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC,2019,42658,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC,2020,42612,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC1,2011,24722,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC1,2012,26615,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC1,2013,25424,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC1,2014,30403,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC1,2015,31410,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC1,2016,27275,b
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC1,2017,28734,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC1,2018,28868,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC1,2019,29480,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC1,2020,28685,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC2,2011,39888,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC2,2012,59406,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC2,2013,54031,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC2,2014,54478,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC2,2015,56472,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC2,2016,53401,b
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC2,2017,41105,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC2,2018,44514,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC2,2019,46518,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC2,2020,56231,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC3,2011,87340,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC3,2012,95931,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC3,2013,125736,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC3,2014,85928,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC3,2015,108611,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC3,2016,45937,b
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC3,2017,40469,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC3,2018,40689,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC3,2019,48950,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC3,2020,46649,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC4,2011,66067,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC4,2012,92376,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC4,2013,66604,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC4,2014,74367,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC4,2015,65759,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC4,2016,49449,b
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC4,2017,47295,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC4,2018,44475,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC4,2019,47750,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITC4,2020,47996,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF,2011,19144,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF,2012,20462,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF,2013,18862,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF,2014,25473,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF,2015,25885,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF,2016,24248,b
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF,2017,27614,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF,2018,26175,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF,2019,30359,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF,2020,30806,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF1,2011,22156,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF1,2012,24419,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF1,2013,21045,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF1,2014,28142,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF1,2015,23100,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF1,2016,29858,b
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF1,2017,35998,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF1,2018,34569,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF1,2019,33591,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF1,2020,31218,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF2,2011,12834,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF2,2012,18129,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF2,2013,14035,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF2,2014,13803,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF2,2015,20502,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF2,2016,18150,b
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF2,2017,18366,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF2,2018,17616,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF2,2019,18041,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF2,2020,15264,
ESTAT:APRI_LPRC(1.0),11/03/22 23:00:00,A,EUR_HA,ARA,ITF3,2011,36529,
